Order Number,Plant Code,GL Exp Code,Part Number,Description part,Customer,Customer Type,Qty Ordered,Qty Shipped,Date Required,Date Shipped,Week Number,Month,% Filled, Status,%OTIF,Cause Description,Notes
1379939,10,FC1,160010007,TANK 160 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,60,60,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379838,10,FC8,254410000,"LAV 254 BRENTWOOD 4"" WHT",ACE HARDWARE CORP,RETAIL,2,2,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379620,10,FC1,161310001,"LAV 1613NS 4"" WHT",WSS - DENVER RDC 302,WHOLESALE,4,4,6/7/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379926,10,FC1,K14400053,KIT QTM 1.0 EL WM RO WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,000600000,LID 160 WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,3,3,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379906,10,FC1,384010000,BOWL 384 ADA WHT,EMCO CORPORATION,WHOLESALE,18,18,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,137210040,BOWL 137 EL ADA WHT,STANDARD ELECTRIC COMPANY,WHOLESALE,36,36,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379967,10,FC1,384010000,BOWL 384 ADA WHT,LASALLE BRISTOL LP,WHOLESALE,12,12,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC8,148010000,BOWL 148 EL ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,016010040,TANK 160 RH WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,3,3,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379838,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,ACE HARDWARE CORP,RETAIL,10,10,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379620,10,FC1,290410070,"LAV 292 4"" WHT",WSS - DENVER RDC 302,WHOLESALE,10,10,6/7/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379250,10,FC1,L59880017,CTK LWS VANQ EL ADA WH 1.28,SEABOARD INTERNATIONAL FOREST,WHOLESALE,208,208,6/6/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380026,10,FC1,041370017,CTK PRO-FIT 3 EL ADA WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379620,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",WSS - DENVER RDC 302,WHOLESALE,18,18,6/7/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC9,007470743,SEAT SB700 EL SMART CL BISC,STANDARD ELECTRIC COMPANY,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,384010500,BOWL 384 ADA BONE,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379518,10,FC1,137210040,BOWL 137 EL ADA WHT,MARKS AND COMPANY LTD,WHOLESALE,3,3,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380088,10,FC8,432110000,TANK 4321 ELEMENTARY WHT,HEATWAVE SUPPLY CO,WHOLESALE,2,2,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379903,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",EMCO CORPORATION,WHOLESALE,5,5,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,384010500,BOWL 384 ADA BONE,STANDARD ELECTRIC COMPANY,WHOLESALE,4,4,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379838,10,FC1,013010017,CTK PRO-FIT 1 RD WHT,ACE HARDWARE CORP,RETAIL,20,20,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,191760000,"LAV 1917C 4"" WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,380010000,BOWL 380 RD WHT,STANDARD ELECTRIC COMPANY,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379614,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",CAN-AQUA INTL.  BUY/SELL,WHOLESALE,55,55,6/16/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,273010070,PEDESTAL 273 WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379838,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,ACE HARDWARE CORP,RETAIL,20,20,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379614,10,FC1,391600000,TANK 3916 DENALI 1.6 WHT,CAN-AQUA INTL.  BUY/SELL,WHOLESALE,4,4,6/16/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379614,10,FC1,497700000,BOWL 4977 EL ADA DENALI WHT,CAN-AQUA INTL.  BUY/SELL,WHOLESALE,4,4,6/16/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC8,295100000,LAV 295 1H AVA DROP IN WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380071,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,2,2,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380051,10,FC1,251410000,"LAV 251 4"" WHT",FEI ENT/WSAC,WHOLESALE,34,34,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379895,10,FC1,003860000,LID 386 WHT,MARKS AND COMPANY LTD,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC1,160010007,TANK 160 WHT,GRIGG INDUSTRIES,RETAIL,12,12,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,382010000,BOWL 382 EL WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380027,10,FC1,041300017,CTK PRO-FIT 1 RD WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC8,329010040,PEDESTAL 329 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC9,007470055,SEAT SB100 ROUND WHITE,GRIGG INDUSTRIES,RETAIL,12,12,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379838,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",ACE HARDWARE CORP,RETAIL,18,18,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380026,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,160010007,TANK 160 WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,72,72,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379895,10,FC1,130010007,BOWL 130 RD WHT,MARKS AND COMPANY LTD,WHOLESALE,54,54,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,STANDARD ELECTRIC COMPANY,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,386010500,TANK 386 BONE,STANDARD ELECTRIC COMPANY,WHOLESALE,6,6,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379923,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",STANDARD ELECTRIC COMPANY,WHOLESALE,4,4,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC8,130110001,BOWL 1301 WALL WH 1.28,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,384010000,BOWL 384 ADA WHT,STANDARD ELECTRIC COMPANY,WHOLESALE,216,216,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,151010000,BOWL 151 EL ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379978,10,FC8,295410000,"LAV 295 4"" AVA DROP IN WHT",LOWE'S COMPANIES INC,RETAIL-LOWES,1,1,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380051,10,FC1,146010000,BOWL 146 RD WHT,FEI ENT/WSAC,WHOLESALE,29,29,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",FAMOUS SUPPLY CO AKRON,WHOLESALE,6,6,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,011710010,"BOWL 117 RF 16-1/2"" HT WHT",STANDARD ELECTRIC COMPANY,WHOLESALE,8,8,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,123010000,TANK 123 LH QUANTUM WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,4,4,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,386014300,TANK 386 BISC,STANDARD ELECTRIC COMPANY,WHOLESALE,5,5,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379840,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,8,8,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379972,10,FC1,237410500,"LAV 237 4"" BONE MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,1,1,6/9/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380075,10,FC1,000600000,LID 160 WHT,WINNELSON WESTWOOD 122,WHOLESALE,1,1,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,038610040,TANK 386 RH WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,4,4,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,131900001,"BOWL 1319 EL 10"" WHT 1.28",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379906,10,FC1,153010000,TANK 153 LH QTM 1.0GPF WHT,EMCO CORPORATION,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,140,140,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379895,10,RC1,007470700,SEAT SB700 EL SMART CL WHT,MARKS AND COMPANY LTD,WHOLESALE,6,6,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,038610000,TANK 386 LT WHT,STANDARD ELECTRIC COMPANY,WHOLESALE,72,72,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379906,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",EMCO CORPORATION,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379967,10,FC1,217010070,LAV 217 WHT,LASALLE BRISTOL LP,WHOLESALE,20,20,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,3,3,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC9,007470058,SEAT SB100 ROUND BISCUIT,GRIGG INDUSTRIES,RETAIL,6,6,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379895,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",MARKS AND COMPANY LTD,WHOLESALE,3,3,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,388010000,"BOWL 388 RF 16 3/4"" HT WHT",FAMOUS SUPPLY CO AKRON,WHOLESALE,5,5,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379967,10,FC1,338610007,TANK 3386 SUMMIT DUAL WHT,LASALLE BRISTOL LP,WHOLESALE,12,12,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379980,10,FC1,K38010087,KIT SUMMIT RD 1.28 WHT,LOWE'S COMPANIES INC,RETAIL-LOWES,2,2,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,137210040,BOWL 137 EL ADA WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,18,18,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380071,10,FC1,384010000,BOWL 384 ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,3,3,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380027,10,FC1,041350017,CTK PRO-FIT 2 EL WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,385010000,"BOWL 385 ADA 10"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,386010000,TANK 386 WHT,STANDARD ELECTRIC COMPANY,WHOLESALE,108,108,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380071,10,FC1,386010000,TANK 386 WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,1,1,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379518,10,FC1,382010000,BOWL 382 EL WHT,MARKS AND COMPANY LTD,WHOLESALE,4,4,6/5/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC1,003864300,LID 386 BISC,GRIGG INDUSTRIES,RETAIL,1,1,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC8,106010000,TANK 106 BARRETT WHT,CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379916,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,STANDARD ELECTRIC COMPANY,WHOLESALE,1,1,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379620,10,FC1,317310000,TANK 3173 CTL WHT 1.28,WSS - DENVER RDC 302,WHOLESALE,216,216,6/7/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC1,001020000,LID 102/112/2916/3916 WHT,GRIGG INDUSTRIES,RETAIL,2,2,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379620,10,FC1,173000000,TANK 173 WHT,WSS - DENVER RDC 302,WHOLESALE,36,36,6/7/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379932,10,FC1,387010000,TANK 387 SUMMIT 1.28 WHT,EMCO CORPORATION,WHOLESALE,36,36,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379614,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,CAN-AQUA INTL.  BUY/SELL,WHOLESALE,9,9,6/16/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380026,10,FC1,041300017,CTK PRO-FIT 1 RD WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379922,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",CRAWFORD SUPPLY DIV OF HAJOCA,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379895,10,FC1,013910000,"BOWL 139NS EL ADA 10"" WHT",MARKS AND COMPANY LTD,WHOLESALE,2,2,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380027,10,FC1,041370017,CTK PRO-FIT 3 EL ADA WHT 1.28,CIMARRON LUMBER & SUPPLY CO,RETAIL,10,10,6/15/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1379939,10,FC1,137210040,BOWL 137 EL ADA WHT,FAMOUS SUPPLY CO AKRON,WHOLESALE,36,36,6/13/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380016,10,FC1,003860000,LID 386 WHT,GRIGG INDUSTRIES,RETAIL,6,6,6/14/2023,6/2/2023,Week 22,June,1,ON TIME,,,
1380068,10,FC1,016010040,TANK 160 RH WHT,FAGER R F CO,WHOLESALE,32,32,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,131910070,"BOWL 131 RD 10"" WHT",RUNDLE SPENCE MFG CO,WHOLESALE,1,1,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,038610000,TANK 386 LT WHT,MID-STATE SUPPLY,WHOLESALE,3,3,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC1,137210040,BOWL 137 EL ADA WHT,FAGER R F CO,WHOLESALE,90,90,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379504,10,FC1,L53840017,CTK LWS SUMMIT EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/5/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,384010000,BOWL 384 ADA WHT,RUNDLE SPENCE MFG CO,WHOLESALE,18,18,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380133,10,FC8,177010000,BOWL 177 EL SMART HGT CT WHT,FUTURA SALES INC.,WHOLESALE,3,3,6/16/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,160010007,TANK 160 WHT,RUNDLE SPENCE MFG CO,WHOLESALE,144,144,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379844,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,14,14,6/5/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,384010500,BOWL 384 ADA BONE,MID-STATE SUPPLY,WHOLESALE,1,1,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380024,10,FC1,135010007,BOWL 135 EL WHT,KENNY PIPE,WHOLESALE,252,252,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,384010000,BOWL 384 ADA WHT,MID-STATE SUPPLY,WHOLESALE,36,36,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,MID-STATE SUPPLY,WHOLESALE,4,4,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380000,10,FC8,148010000,BOWL 148 EL ADA WHT,MONTGOMERY PLUMBING SUPPLY,WHOLESALE,6,6,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,125010000,TANK 125 WHT,MID-STATE SUPPLY,WHOLESALE,1,1,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379504,10,FC1,L59160517,CTK LWS DENALI EL ADA BN 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,8,8,6/5/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC8,328410000,"LAV 328 4"" WHT",FAGER R F CO,WHOLESALE,2,2,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC8,328810000,"LAV 328 8"" WHT",RUNDLE SPENCE MFG CO,WHOLESALE,1,1,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379841,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17",ACE HARDWARE CORP,RETAIL,9,9,6/7/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379667,10,FC1,L53840019,CTK LWS SUMMIT EL ADA WH DF,LOWE'S COMPANIES INC,RETAIL-LOWES,8,8,6/7/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC1,410010056,URINAL 410UHE .125GPF WHITE,FAGER R F CO,WHOLESALE,1,1,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379961,10,FC1,135010007,BOWL 135 EL WHT,WINNELSON MEMPHIS 249,WHOLESALE,36,36,6/13/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379902,10,FC9,071010017,CTK BROADWAY 710 EL ADA 128 WH,"LARSON, J H ELECTRICAL",WHOLESALE,3,3,6/13/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379729,10,FC8,328810000,"LAV 328 8"" WHT",WSS - RICHMOND RDC 942,WHOLESALE,7,7,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,016010040,TANK 160 RH WHT,RUNDLE SPENCE MFG CO,WHOLESALE,6,6,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380077,10,FC1,137210040,BOWL 137 EL ADA WHT,EASTWAY SUPPLIES INC,WHOLESALE,108,108,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379729,10,FC1,290010070,PEDESTAL 293 WHT,WSS - RICHMOND RDC 942,WHOLESALE,8,8,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,160010007,TANK 160 WHT,MID-STATE SUPPLY,WHOLESALE,72,72,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC8,422000000,URINAL 422 BREVITY ADA WHT,FAGER R F CO,WHOLESALE,2,2,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380024,10,FC1,317310000,TANK 3173 CTL WHT 1.28,KENNY PIPE,WHOLESALE,252,252,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379844,10,FC1,041370017,CTK PRO-FIT 3 EL ADA WHT 1.28,ACE HARDWARE CORP,RETAIL,10,10,6/5/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,135010007,BOWL 135 EL WHT,MID-STATE SUPPLY,WHOLESALE,9,9,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379754,10,FC1,038810087,CTK SUMMIT 388 RF ADA WHT 1.28,LOWE'S PRO SUPPLY,WHOLESALE,30,30,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380000,10,FC1,160010037,TANK 180 WHT,MONTGOMERY PLUMBING SUPPLY,WHOLESALE,36,36,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379504,10,FC1,L53840019,CTK LWS SUMMIT EL ADA WH DF,LOWE'S COMPANIES INC,RETAIL-LOWES,16,16,6/5/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380000,10,FC1,376010000,TANK 376 SUMMIT PRO WH,MONTGOMERY PLUMBING SUPPLY,WHOLESALE,36,36,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,267410070,"LAV 267 4"" WHT",MID-STATE SUPPLY,WHOLESALE,7,7,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380097,10,FC1,237410000,"LAV 237 4"" WHT MS OVAL 20X17","MCLINEY LUMBER & SUPPLY, LLC",RETAIL,2,2,6/16/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379749,10,FC1,047510050,URINAL 475HE 0.5 GPF WH,MID-STATE SUPPLY,WHOLESALE,1,1,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379671,10,FC1,L53840017,CTK LWS SUMMIT EL ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,24,24,6/7/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379902,10,FC1,160010017,TANK 170 LINED WHT,"LARSON, J H ELECTRICAL",WHOLESALE,4,4,6/13/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379729,10,FC8,310610000,TANK 3106 BARRETT WHT 1.28,WSS - RICHMOND RDC 942,WHOLESALE,4,4,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379961,10,FC1,137210040,BOWL 137 EL ADA WHT,WINNELSON MEMPHIS 249,WHOLESALE,18,18,6/13/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC1,382014300,BOWL 382 EL BISC,FAGER R F CO,WHOLESALE,2,2,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,160010507,TANK 160 BONE,RUNDLE SPENCE MFG CO,WHOLESALE,1,1,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379780,10,FC1,273010070,PEDESTAL 273 WHT,PLUMBING DISTRIBUTORS INC,WHOLESALE,18,18,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379754,10,FC1,L51350017,CTK LWS ALTO EL WH 1.28,LOWE'S PRO SUPPLY,WHOLESALE,24,24,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380097,10,FC1,200810040,"LAV 2008 4"" WHT","MCLINEY LUMBER & SUPPLY, LLC",RETAIL,1,1,6/16/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379667,10,FC1,L53880017,CTK LWS SUMMIT RD ADA WH 1.28,LOWE'S COMPANIES INC,RETAIL-LOWES,20,20,6/7/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380077,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""",EASTWAY SUPPLIES INC,WHOLESALE,300,300,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380068,10,FC1,387010000,TANK 387 SUMMIT 1.28 WHT,FAGER R F CO,WHOLESALE,1,1,6/15/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379902,10,FC1,137210040,BOWL 137 EL ADA WHT,"LARSON, J H ELECTRICAL",WHOLESALE,36,36,6/13/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379588,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,TRUSERV CORP,RETAIL,10,10,6/6/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1380097,10,FC1,239410000,"LAV 239 4"" WHT MS ROUND 19""","MCLINEY LUMBER & SUPPLY, LLC",RETAIL,4,4,6/16/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379841,10,FC1,013710017,CTK PRO-FIT 3 EL ADA WHT,ACE HARDWARE CORP,RETAIL,10,10,6/7/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379994,10,FC1,137210040,BOWL 137 EL ADA WHT,RUNDLE SPENCE MFG CO,WHOLESALE,90,90,6/14/2023,6/5/2023,Week 23,June,1,ON TIME,,,
1379729,10,FC1,160010037,TANK 180 WHT,WSS - RICHMOND RDC 942,WHOLESALE,72,72,6/8/2023,6/5/2023,Week 23,June,1,ON TIME,,,
